	id	full_name	affiliation_name	affiliation_city	affiliation_country	affiliation_id
1588	pub.1130397336	e_wehrse	German Cancer Research Center	Heidelberg	Germany	grid.7497.d
1589	pub.1130397336	c_ziener	University Hospital Heidelberg	Heidelberg	Germany	grid.5253.1
1590	pub.1130397336	u_merle	University Hospital Heidelberg	Heidelberg	Germany	grid.5253.1
1591	pub.1130397336	c_eckert	University Hospital Heidelberg	Heidelberg	Germany	grid.5253.1
1592	pub.1130397336	t_weber	University Hospital Heidelberg	Heidelberg	Germany	grid.5253.1
1593	pub.1130397336	w_stiller	University Hospital Heidelberg	Heidelberg	Germany	grid.5253.1
1594	pub.1130397336	m_wielpuetz	University Hospital Heidelberg	Heidelberg	Germany	grid.5253.1
1595	pub.1130397336	c_dullin	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1596	pub.1130397336	h_kenngott	University Hospital Heidelberg	Heidelberg	Germany	grid.5253.1
1597	pub.1130397336	h_schlemmer	University Hospital Heidelberg	Heidelberg	Germany	grid.5253.1
1598	pub.1130397336	m_weigand	University Hospital Heidelberg	Heidelberg	Germany	grid.5253.1
1599	pub.1130397336	p_schirmacher	University Hospital Heidelberg	Heidelberg	Germany	grid.5253.1
1600	pub.1130397336	t_longerich	University Hospital Heidelberg	Heidelberg	Germany	grid.5253.1
1601	pub.1130397336	h_kauczor	University Hospital Heidelberg	Heidelberg	Germany	grid.5253.1
1602	pub.1130397336	f_kommoss	University Hospital Heidelberg	Heidelberg	Germany	grid.5253.1
1603	pub.1130397336	c_schwab	University Hospital Heidelberg	Heidelberg	Germany	grid.5253.1
1604	pub.1130504966	e_shumilov	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1605	pub.1130504966	a_hosseini	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1606	pub.1130504966	g_petzold	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1607	pub.1130504966	h_treiber	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1608	pub.1130504966	j_lotz	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1609	pub.1130504966	v_ellenrieder	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1610	pub.1130504966	s_kunsch	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1611	pub.1130504966	a_neesse	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1612	pub.1130538308	m_singh	Cornell University	Ithaca	United States	grid.5386.8
1613	pub.1130538308	v_bansal	German Center for Neurodegenerative Diseases	Bonn	Germany	grid.424247.3
1614	pub.1130538308	c_feschotte	Cornell University	Ithaca	United States	grid.5386.8
1615	pub.1130575443	l_gattinoni	University of Göttingen	Göttingen	Germany	grid.7450.6
1616	pub.1130575443	j_marini	University of Minnesota	Minneapolis	United States	grid.17635.36
1617	pub.1130575443	l_camporota	King's College London	London	United Kingdom	grid.13097.3c
1618	pub.1130577951	s_nessler	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1619	pub.1130577951	j_franz	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1620	pub.1130577951	f_van der meer	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1621	pub.1130577951	k_kolotourou	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1622	pub.1130577951	v_venkataramani	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1623	pub.1130577951	c_hasan	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1624	pub.1130577951	b_pollok-kopp	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1625	pub.1130577951	a_zautner	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1626	pub.1130577951	c_stadelmann	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1627	pub.1130577951	m_weig	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1628	pub.1130577951	s_poehlmann	German Primate Center	Göttingen	Germany	grid.418215.b
1629	pub.1130577951	m_hoffmann	German Primate Center	Göttingen	Germany	grid.418215.b
1630	pub.1130577951	j_riggert	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1631	pub.1130649899	p_take	University of Göttingen	Göttingen	Germany	grid.7450.6
1632	pub.1130649899	c_dittmann	University of Göttingen	Göttingen	Germany	grid.7450.6
1633	pub.1130649899	l_mackerodt	University of Göttingen	Göttingen	Germany	grid.7450.6
1634	pub.1130649899	j_callizo	University of Göttingen	Göttingen	Germany	grid.7450.6
1635	pub.1130649899	n_striebe	University of Göttingen	Göttingen	Germany	grid.7450.6
1636	pub.1130649899	h_hoerauf	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1637	pub.1130649899	n_feltgen	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1638	pub.1130649899	s_bemme	University of Göttingen	Göttingen	Germany	grid.7450.6
1639	pub.1130654923	m_schiavone	Luigi Sacco Hospital	Milan	Italy	grid.144767.7
1640	pub.1130654923	a_gasperetti	Luigi Sacco Hospital	Milan	Italy	grid.144767.7
1641	pub.1130654923	m_mancone	Sapienza University of Rome	Rome	Italy	grid.7841.a
1642	pub.1130654923	a_curnis	University of Brescia	Brescia	Italy	grid.7637.5
1643	pub.1130654923	g_mascioli	Humanitas Gavazzeni	Bergamo	Italy	grid.477189.4
1644	pub.1130654923	g_mitacchione	Luigi Sacco Hospital	Milan	Italy	grid.144767.7
1645	pub.1130654923	m_busana	University of Göttingen	Göttingen	Germany	grid.7450.6
1646	pub.1130654923	f_sabato	Luigi Sacco Hospital	Milan	Italy	grid.144767.7
1647	pub.1130654923	c_gobbi	Ospedale San Paolo	Milan	Italy	grid.415093.a
1648	pub.1130654923	s_antinori	University of Milan	Milan	Italy	grid.4708.b
1649	pub.1130654923	m_galli	Luigi Sacco Hospital	Milan	Italy	grid.144767.7
1650	pub.1130654923	g_forleo	Luigi Sacco Hospital	Milan	Italy	grid.144767.7
1651	pub.1130674538	h_hoerauf	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1652	pub.1130687096	l_klimek	Zentrum für Rhinologie und Allergologie	Wiesbaden	Germany	grid.500035.3
1653	pub.1130687096	o_pfaar	Philipp University of Marburg	Marburg	Germany	grid.10253.35
1654	pub.1130687096	m_worm	Charité - University Medicine Berlin	Berlin	Germany	grid.6363.0
1655	pub.1130687096	t_eiwegger	Hospital for Sick Children	Toronto	Canada	grid.42327.30
1656	pub.1130687096	j_hagemann	University Medical Center of the Johannes Gutenberg University Mainz	Mainz	Germany	grid.410607.4
1657	pub.1130687096	m_ollert	University of Southern Denmark	Odense	Denmark	grid.10825.3e
1658	pub.1130687096	e_untersmayr	Medical University of Vienna	Vienna	Austria	grid.22937.3d
1659	pub.1130687096	k_hoffmann-sommergruber	Medical University of Vienna	Vienna	Austria	grid.22937.3d
1660	pub.1130687096	a_vultaggio	Azienda Ospedaliero-Universitaria Careggi	Florence	Italy	grid.24704.35
1661	pub.1130687096	i_agache	Transylvania University of Brașov	Brasov	Romania	grid.5120.6
1662	pub.1130687096	s_bavbek	Ankara University	Ankara	Turkey	grid.7256.6
1663	pub.1130687096	a_bossios	Karolinska Institute	Stockholm	Sweden	grid.4714.6
1664	pub.1130687096	i_casper	University Hospital of Zurich	Zurich	Switzerland	grid.412004.3
1665	pub.1130687096	s_chan	Guy's and St Thomas' NHS Foundation Trust	London	United Kingdom	grid.420545.2
1666	pub.1130687096	c_vogelberg	University Hospital Carl Gustav Carus	Dresden	Germany	grid.412282.f
1667	pub.1130687096	d_firinu	University Hospital Carl Gustav Carus	Dresden	Germany	grid.412282.f
1668	pub.1130687096	p_kauppi	University of Cagliari	Cagliari	Italy	grid.7763.5
1669	pub.1130687096	a_kolios	Helsinki University Hospital	Helsinki	Finland	grid.15485.3d
1670	pub.1130687096	a_kothari	Hospital for Sick Children	Toronto	Canada	grid.42327.30
1671	pub.1130687096	a_matucci	Azienda Ospedaliero-Universitaria Careggi	Florence	Italy	grid.24704.35
1672	pub.1130687096	o_palomares	Beth Israel Deaconess Medical Center	Boston	United States	grid.239395.7
1673	pub.1130687096	z_szépfalusi	Complutense University of Madrid	Madrid	Spain	grid.4795.f
1674	pub.1130687096	w_pohl	Medical University of Vienna	Vienna	Austria	grid.22937.3d
1675	pub.1130687096	w_hoetzenecker	Kepler Universitätsklinikum	Linz	Austria	grid.473675.4
1676	pub.1130687096	a_rosenkranz	Kepler Universitätsklinikum	Linz	Austria	grid.473675.4
1677	pub.1130687096	k_bergmann	Charité - University Medicine Berlin	Berlin	Germany	grid.6363.0
1678	pub.1130687096	t_bieber	Medical University of Graz	Graz	Austria	grid.11598.34
1679	pub.1130687096	r_buhl	University of Bonn	Bonn	Germany	grid.10388.32
1680	pub.1130687096	j_buters	University Medical Center of the Johannes Gutenberg University Mainz	Mainz	Germany	grid.410607.4
1681	pub.1130687096	u_darsow	Technical University of Munich	Munich	Germany	grid.6936.a
1682	pub.1130687096	t_keil	University of Würzburg	Wurzburg	Germany	grid.8379.5
1683	pub.1130687096	j_kleine-tebbe	University of Würzburg	Wurzburg	Germany	grid.8379.5
1684	pub.1130687096	s_lau	Charité - University Medicine Berlin	Berlin	Germany	grid.6363.0
1685	pub.1130687096	m_maurer	Charité - University Medicine Berlin	Berlin	Germany	grid.6363.0
1686	pub.1130687096	h_merk	RWTH Aachen University	Aachen	Germany	grid.1957.a
1687	pub.1130687096	r_moesges	University of Cologne	Cologne	Germany	grid.6190.e
1688	pub.1130687096	j_saloga	Johannes Gutenberg University of Mainz	Mainz	Germany	grid.5802.f
1689	pub.1130687096	p_staubach	University Medical Center of the Johannes Gutenberg University Mainz	Mainz	Germany	grid.410607.4
1690	pub.1130687096	k_rabe	University of Lübeck	Lübeck	Germany	grid.4562.5
1691	pub.1130687096	u_rabe	University of Lübeck	Lübeck	Germany	grid.4562.5
1692	pub.1130687096	c_vogelmeier	Philipp University of Marburg	Marburg	Germany	grid.10253.35
1693	pub.1130687096	t_biedermann	Technical University of Munich	Munich	Germany	grid.6936.a
1694	pub.1130687096	j_ring	Technical University of Munich	Munich	Germany	grid.6936.a
1695	pub.1130687096	a_chaker	Rechts der Isar Hospital	Munich	Germany	grid.15474.33
1696	pub.1130687096	w_wehrmann	Helmholtz Zentrum München	Munich	Germany	grid.4567.0
1697	pub.1130687096	s_becker	University of Tübingen	Tübingen	Germany	grid.10392.39
1698	pub.1130687096	l_freudelsperger	Johannes Gutenberg University of Mainz	Mainz	Germany	grid.5802.f
1699	pub.1130687096	n_muelleneisen	University of Tübingen	Tübingen	Germany	grid.10392.39
1700	pub.1130687096	k_nemat	University Hospital Carl Gustav Carus	Dresden	Germany	grid.412282.f
1701	pub.1130687096	w_czech	University Hospital Carl Gustav Carus	Dresden	Germany	grid.412282.f
1702	pub.1130687096	h_wrede	Schwarzwald-Baar Klinikum	Villingen-Schwenningen	Germany	grid.469999.2
1703	pub.1130687096	r_brehler	University Hospital Münster	Münster	Germany	grid.16149.3b
1704	pub.1130687096	t_fuchs	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1705	pub.1130687096	p_tomazic	Medical University of Graz	Graz	Austria	grid.11598.34
1706	pub.1130687096	w_aberer	Medical University of Graz	Graz	Austria	grid.11598.34
1707	pub.1130687096	s_woehrl	Allergiezentrum Wien West	Vienna	Austria	grid.476971.a
1708	pub.1130687096	v_niederberger-leppin	Medical University of Vienna	Vienna	Austria	grid.22937.3d
1709	pub.1130687096	i_pali-schoell	Medical University of Vienna	Vienna	Austria	grid.22937.3d
1710	pub.1130687096	r_roller-wirnsberger	Medical University of Graz	Graz	Austria	grid.11598.34
1711	pub.1130687096	o_spranger	Medical University of Graz	Graz	Austria	grid.11598.34
1712	pub.1130687096	r_valenta	Medical University of Vienna	Vienna	Austria	grid.22937.3d
1713	pub.1130687096	m_akdis	University of Zurich	Zurich	Switzerland	grid.7400.3
1714	pub.1130687096	p_matricardi	University of Zurich	Zurich	Switzerland	grid.7400.3
1715	pub.1130687096	f_spertini	Charité - University Medicine Berlin	Berlin	Germany	grid.6363.0
1716	pub.1130687096	n_khaltaev	University Hospital of Lausanne	Lausanne	Switzerland	grid.8515.9
1717	pub.1130687096	j_michel	University of Geneva	Geneva	Switzerland	grid.8591.5
1718	pub.1130687096	l_nicod	University Hospital of Lausanne	Lausanne	Switzerland	grid.8515.9
1719	pub.1130687096	p_schmid-grendelmeier	University Hospital of Zurich	Zurich	Switzerland	grid.412004.3
1720	pub.1130687096	m_idzko	University Hospital of Zurich	Zurich	Switzerland	grid.412004.3
1721	pub.1130687096	e_hamelmann	Medical University of Vienna	Vienna	Austria	grid.22937.3d
1722	pub.1130687096	t_jakob	University of Giessen	Giessen	Germany	grid.8664.c
1723	pub.1130687096	t_werfel	Hannover Medical School	Hanover	Germany	grid.10423.34
1724	pub.1130687096	m_wagenmann	Düsseldorf University Hospital	Düsseldorf	Germany	grid.14778.3d
1725	pub.1130687096	c_taube	Ruhrlandklinik	Essen	Germany	grid.477805.9
1726	pub.1130687096	e_jensen-jarolim	Medical University of Vienna	Vienna	Austria	grid.22937.3d
1727	pub.1130687096	s_korn	University of Bonn	Bonn	Germany	grid.10388.32
1728	pub.1130687096	f_hentges	Essen University Hospital	Essen	Germany	grid.410718.b
1729	pub.1130687096	j_schwarze	Centre Hospitalier de Luxembourg	Luxembourg	Luxembourg	grid.418041.8
1730	pub.1130687096	e_knol	University College Cork	Cork	Ireland	grid.7872.a
1731	pub.1130687096	s_del giacco	University Medical Center Utrecht	Utrecht	Netherlands	grid.7692.a
1732	pub.1130687096	t_pérez	University of Cagliari	Cagliari	Italy	grid.7763.5
1733	pub.1130687096	j_bousquet	Inserm	Paris	France	grid.7429.8
1734	pub.1130687096	t_zuberbier	Charité - University Medicine Berlin	Berlin	Germany	grid.6363.0
1735	pub.1130687096	c_akdis	Medical University of Vienna	Vienna	Austria	grid.22937.3d
1736	pub.1130687096	m_jutel	Wrocław Medical University	Wrocław	Poland	grid.4495.c
1737	pub.1130718178	n_huot	Institut Pasteur	Paris	France	grid.428999.7
1738	pub.1130718178	p_rascle	University of Paris	Paris	France	grid.508487.6
1739	pub.1130718178	c_petitdemange	Institut Pasteur	Paris	France	grid.428999.7
1740	pub.1130718178	c_stahl-hennig	German Primate Center	Göttingen	Germany	grid.418215.b
1741	pub.1130718178	b_jacquelin	Institut Pasteur	Paris	France	grid.428999.7
1742	pub.1130718178	m_mueller-trutwin	Institut Pasteur	Paris	France	grid.428999.7
1743	pub.1130787494	m_edwards	University of Cincinnati	Cincinnati	United States	grid.24827.3b
1744	pub.1130787494	k_becker	University of Duisburg-Essen	Essen	Germany	grid.5718.b
1745	pub.1130787494	m_hoffmann	German Primate Center	Göttingen	Germany	grid.418215.b
1746	pub.1130787494	s_keitsch	University of Duisburg-Essen	Essen	Germany	grid.5718.b
1747	pub.1130787494	b_wilker	University of Duisburg-Essen	Essen	Germany	grid.5718.b
1748	pub.1130787494	m_soddemann	University of Duisburg-Essen	Essen	Germany	grid.5718.b
1749	pub.1130787494	a_gulbins	University of Duisburg-Essen	Essen	Germany	grid.5718.b
1750	pub.1130787494	e_carpinteiro	University of Duisburg-Essen	Essen	Germany	grid.5718.b
1751	pub.1130787494	s_patel	University of Cincinnati	Cincinnati	United States	grid.24827.3b
1752	pub.1130787494	g_wilson	University of Cincinnati	Cincinnati	United States	grid.24827.3b
1753	pub.1130787494	s_poehlmann	German Primate Center	Göttingen	Germany	grid.418215.b
1754	pub.1130787494	s_walter	German Cancer Society	Berlin	Germany	grid.489540.4
1755	pub.1130787494	k_fassbender	Universitätsklinikum des Saarlandes	Homburg	Germany	grid.411937.9
1756	pub.1130787494	s_ahmad	University of Cincinnati	Cincinnati	United States	grid.24827.3b
1757	pub.1130787494	a_carpinteiro	University of Duisburg-Essen	Essen	Germany	grid.5718.b
1758	pub.1130787494	e_gulbins	University of Cincinnati	Cincinnati	United States	grid.24827.3b
1759	pub.1130838131	m_meyer	Essen University Hospital	Essen	Germany	grid.410718.b
1760	pub.1130838131	c_arolt	University of Cologne	Cologne	Germany	grid.6190.e
1761	pub.1130838131	b_kansy	Essen University Hospital	Essen	Germany	grid.410718.b
1762	pub.1130838131	j_doescher	University Hospital Ulm	Ulm	Germany	grid.410712.1
1763	pub.1130838131	a_quaas	University of Cologne	Cologne	Germany	grid.6190.e
1764	pub.1130838131	d_beutner	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1765	pub.1130838131	s_lang	University of Duisburg-Essen	Essen	Germany	grid.5718.b
1766	pub.1130838131	j_klussmann	University of Cologne	Cologne	Germany	grid.6190.e
1767	pub.1130905765	o_scherf-clavel	University of Würzburg	Wurzburg	Germany	grid.8379.5
1768	pub.1130905765	e_kaczmarek	University of Veterinary Medicine Hannover, Foundation	Hanover	Germany	grid.412970.9
1769	pub.1130905765	b_friedl	University of Würzburg	Wurzburg	Germany	grid.8379.5
1770	pub.1130905765	m_feja	University of Veterinary Medicine Hannover, Foundation	Hanover	Germany	grid.412970.9
1771	pub.1130905765	r_hoehl	Nuremberg Hospital	Nuremberg	Germany	grid.419835.2
1772	pub.1130905765	r_nau	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1773	pub.1130905765	u_holzgrabe	University of Würzburg	Wurzburg	Germany	grid.8379.5
1774	pub.1130905765	m_gernert	University of Veterinary Medicine Hannover, Foundation	Hanover	Germany	grid.412970.9
1775	pub.1130905765	f_richter	University of Veterinary Medicine Hannover, Foundation	Hanover	Germany	grid.412970.9
1776	pub.1130905765	f_soergel	University of Duisburg-Essen	Essen	Germany	grid.5718.b
1777	pub.1130928774	g_kampf	University of Greifswald	Greifswald	Germany	grid.5603.0
1778	pub.1130928774	y_brueggemann	Ruhr University Bochum	Bochum	Germany	grid.5570.7
1779	pub.1130928774	h_kaba	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1780	pub.1130928774	s_pfaender	Ruhr University Bochum	Bochum	Germany	grid.5570.7
1781	pub.1130928774	s_scheithauer	University of Göttingen	Göttingen	Germany	grid.7450.6
1782	pub.1130928774	e_steinmann	Ruhr University Bochum	Bochum	Germany	grid.5570.7
1783	pub.1130970490	j_dehning	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
1784	pub.1130970490	f_spitzner	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
1785	pub.1130970490	m_linden	Leibniz University Hannover	Hanover	Germany	grid.9122.8
1786	pub.1130970490	s_mohr	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
1787	pub.1130970490	j_neto	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
1788	pub.1130970490	j_zierenberg	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
1789	pub.1130970490	m_wibral	University of Göttingen	Göttingen	Germany	grid.7450.6
1790	pub.1130970490	m_wilczek	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
1791	pub.1130970490	v_priesemann	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
1792	pub.1130985011	f_mueller	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1793	pub.1130985011	e_hummers	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1794	pub.1130985011	n_hillermann	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1795	pub.1130985011	c_dopfer	Hannover Medical School	Hanover	Germany	grid.10423.34
1796	pub.1130985011	a_jablonka	Hannover Medical School	Hanover	Germany	grid.10423.34
1797	pub.1130985011	t_friede	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1798	pub.1130985011	a_simmenroth	University Hospital Würzburg	Wurzburg	Germany	grid.411760.5
1799	pub.1130985011	m_wetzke	Hannover Medical School	Hanover	Germany	grid.10423.34
1800	pub.1130993678	t_muetze	Novartis (Switzerland)	Basel	Switzerland	grid.419481.1
1801	pub.1130993678	t_friede	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1802	pub.1131077045	m_winkler	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1803	pub.1131077045	p_korsten	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1804	pub.1131077045	c_binder	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1805	pub.1131077045	b_tampe	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1806	pub.1131101178	a_trebilcock	University of Göttingen	Göttingen	Germany	grid.7450.6
1807	pub.1131202528	a_hanelt	University of Kassel	Kassel	Germany	grid.5155.4
1808	pub.1131202528	d_marz	University of Göttingen	Göttingen	Germany	grid.7450.6
1809	pub.1131204097	a_doerschug	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1810	pub.1131204097	j_schwanbeck	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1811	pub.1131204097	a_hahn	University of Rostock	Rostock	Germany	grid.10493.3f
1812	pub.1131204097	a_hillebrecht	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1813	pub.1131204097	s_blaschke	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1814	pub.1131204097	u_gross	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1815	pub.1131204097	m_heimesaat	Charité - University Medicine Berlin	Berlin	Germany	grid.6363.0
1816	pub.1131204097	h_frickmann	Bundeswehrkrankenhaus	Hamburg	Germany	grid.452235.7
1817	pub.1131204097	a_zautner	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1818	pub.1131215812	r_hardeland	University of Göttingen	Göttingen	Germany	grid.7450.6
1819	pub.1131216008	s_hansen	University of Göttingen	Göttingen	Germany	grid.7450.6
1820	pub.1131216008	a_wahed	University of Göttingen	Göttingen	Germany	grid.7450.6
1821	pub.1131255014	b_maas	University of Vienna	Vienna	Austria	grid.10420.37
1822	pub.1131255014	c_ocampo-ariza	University of Göttingen	Göttingen	Germany	grid.7450.6
1823	pub.1131255014	j_vansynghel	University of Würzburg	Wurzburg	Germany	grid.8379.5
1824	pub.1131255014	i_steffan-dewenter	University of Würzburg	Wurzburg	Germany	grid.8379.5
1825	pub.1131255014	t_tscharntke	University of Göttingen	Göttingen	Germany	grid.7450.6
1826	pub.1131304301	r_domingues	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1827	pub.1131304301	a_lippi	University of Split	Split	Croatia	grid.38603.3e
1828	pub.1131304301	c_setz	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1829	pub.1131304301	t_outeiro	Max Planck Institute of Experimental Medicine	Göttingen	Germany	grid.419522.9
1830	pub.1131304301	a_krisko	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1831	pub.1131359919	d_niebauer	University of Göttingen	Göttingen	Germany	grid.7450.6
1832	pub.1131366772	d_olagnier	Aarhus University	Aarhus	Denmark	grid.7048.b
1833	pub.1131366772	e_farahani	Aarhus University	Aarhus	Denmark	grid.7048.b
1834	pub.1131366772	j_thyrsted	Aarhus University	Aarhus	Denmark	grid.7048.b
1835	pub.1131366772	j_blay-cadanet	Aarhus University	Aarhus	Denmark	grid.7048.b
1836	pub.1131366772	a_herengt	Aarhus University	Aarhus	Denmark	grid.7048.b
1837	pub.1131366772	m_idorn	Aarhus University	Aarhus	Denmark	grid.7048.b
1838	pub.1131366772	a_hait	Aarhus University Hospital	Aarhus	Denmark	grid.154185.c
1839	pub.1131366772	b_hernaez	Centro de Biología Molecular Severo Ochoa	Madrid	Spain	grid.465524.4
1840	pub.1131366772	a_knudsen	Aarhus University	Aarhus	Denmark	grid.7048.b
1841	pub.1131366772	m_iversen	Aarhus University	Aarhus	Denmark	grid.7048.b
1842	pub.1131366772	m_schilling	University of Oxford	Oxford	United Kingdom	grid.4991.5
1843	pub.1131366772	s_jørgensen	Aarhus University Hospital	Aarhus	Denmark	grid.154185.c
1844	pub.1131366772	m_thomsen	Aarhus University Hospital	Aarhus	Denmark	grid.154185.c
1845	pub.1131366772	l_reinert	Aarhus University	Aarhus	Denmark	grid.7048.b
1846	pub.1131366772	h_hoang	Children's Hospital of Eastern Ontario	Ottawa	Canada	grid.414148.c
1847	pub.1131366772	v_gilchrist	University of Ottawa	Ottawa	Canada	grid.28046.38
1848	pub.1131366772	a_hansen	Aarhus University	Aarhus	Denmark	grid.7048.b
1849	pub.1131366772	r_ottosen	Aarhus University	Aarhus	Denmark	grid.7048.b
1850	pub.1131366772	c_nielsen	Aarhus University	Aarhus	Denmark	grid.7048.b
1851	pub.1131366772	c_møller	Aarhus University	Aarhus	Denmark	grid.7048.b
1852	pub.1131366772	d_van der horst	Aarhus University	Aarhus	Denmark	grid.7048.b
1853	pub.1131366772	s_peri	Fox Chase Cancer Center	Philadelphia	United States	grid.249335.a
1854	pub.1131366772	s_balachandran	Fox Chase Cancer Center	Philadelphia	United States	grid.249335.a
1855	pub.1131366772	j_huang	University of Copenhagen	Copenhagen	Denmark	grid.5254.6
1856	pub.1131366772	m_jakobsen	Aarhus University	Aarhus	Denmark	grid.7048.b
1857	pub.1131366772	e_svenningsen	Aarhus University	Aarhus	Denmark	grid.7048.b
1858	pub.1131366772	t_poulsen	Aarhus University	Aarhus	Denmark	grid.7048.b
1859	pub.1131366772	l_bartsch	Universitätsmedizin Göttingen	Göttingen	Germany	grid.411984.1
1860	pub.1131366772	a_thielke	Aarhus University	Aarhus	Denmark	grid.7048.b
1861	pub.1131366772	y_luo	BGI Group (China)	Shenzhen	China	grid.21155.32
1862	pub.1131366772	t_alain	University of Ottawa	Ottawa	Canada	grid.28046.38
1863	pub.1131366772	j_rehwinkel	University of Oxford	Oxford	United Kingdom	grid.4991.5
1864	pub.1131366772	a_alcamí	Centro de Biología Molecular Severo Ochoa	Madrid	Spain	grid.465524.4
1865	pub.1131366772	j_hiscott	Istituto Pasteur	Rome	Italy	grid.452606.3
1866	pub.1131366772	t_mogensen	Aarhus University	Aarhus	Denmark	grid.7048.b
1867	pub.1131366772	s_paludan	Aarhus University	Aarhus	Denmark	grid.7048.b
1868	pub.1131366772	c_holm	Aarhus University	Aarhus	Denmark	grid.7048.b
1869	pub.1131448655	b_zhao	Virginia Commonwealth University	Richmond	United States	grid.224260.0
1870	pub.1131448655	a_katuwawala	Virginia Commonwealth University	Richmond	United States	grid.224260.0
1871	pub.1131448655	c_oldfield	Virginia Commonwealth University	Richmond	United States	grid.224260.0
1872	pub.1131448655	a_dunker	Indiana University – Purdue University Indianapolis	Indianapolis	United States	grid.257413.6
1873	pub.1131448655	e_faraggi	The Ohio State University	Columbus	United States	grid.261331.4
1874	pub.1131448655	j_gsponer	University of British Columbia	Vancouver	Canada	grid.17091.3e
1875	pub.1131448655	a_kloczkowski	The Ohio State University	Columbus	United States	grid.261331.4
1876	pub.1131448655	n_malhis	University of British Columbia	Vancouver	Canada	grid.17091.3e
1877	pub.1131448655	m_mirdita	Max Planck Institute for Biophysical Chemistry	Göttingen	Germany	grid.418140.8
1878	pub.1131448655	z_obradovic	Temple University	Philadelphia	United States	grid.264727.2
1879	pub.1131448655	j_soeding	Max Planck Institute for Biophysical Chemistry	Göttingen	Germany	grid.418140.8
1880	pub.1131448655	m_steinegger	Seoul National University	Seoul	South Korea	grid.31501.36
1881	pub.1131448655	y_zhou	Memorial Sloan Kettering Cancer Center	New York	United States	grid.51462.34
1882	pub.1131448655	l_kurgan	Virginia Commonwealth University	Richmond	United States	grid.224260.0
1883	pub.1131464447	b_wacker	Max Planck Institute for Dynamics and Self-Organization	Göttingen	Germany	grid.419514.c
